azimuth,elevation,port 1_bits,port 2_bits,port 3_bits,port 4_bits,port 5_bits,port 6_bits,port 7_bits,port 8_bits,port 9_bits,port 10_bits,port 11_bits,port 12_bits,port 13_bits,port 14_bits,port 15_bits,port 16_bits,port 17_bits,port 18_bits,port 19_bits,port 20_bits,port 21_bits,port 22_bits,port 23_bits,port 24_bits,port 25_bits
25,20,'110011,'101001,'111010,'100100,'010111,'100001,'110010,'001000,'011011,'000101,'101110,'011100,'000000,'010011,'110001,'010100,'001111,'101101,'111110,'100010,'011000,'111011,'100101,'110110,'101100
25,25,'000111,'010101,'001110,'111100,'100000,'110001,'101010,'111000,'100111,'001101,'001110,'011100,'000000,'010011,'001001,'111000,'100111,'110101,'101110,'111100,'111111,'100011,'001001,'011010,'000100
25,30,'001111,'111101,'100001,'001010,'111000,'001001,'111010,'010100,'101111,'000011,'010110,'101100,'000000,'110011,'011001,'110000,'011011,'100101,'001110,'011100,'100111,'001101,'111110,'100010,'001000
25,35,'111111,'110011,'011001,'010110,'101100,'011001,'100110,'101100,'100000,'001011,'100110,'001100,'000000,'001011,'111001,'111111,'110011,'111001,'010110,'011100,'110011,'011001,'010110,'101100,'100000
25,40,'010000,'111011,'110101,'111110,'001010,'111001,'110110,'000010,'001000,'000111,'111010,'001100,'000000,'001011,'100101,'001111,'000011,'101001,'100110,'101100,'001101,'100001,'101010,'100100,'011111
25,45,'101000,'010111,'111101,'101001,'010110,'000101,'101110,'010010,'000100,'101111,'011010,'110100,'000000,'101011,'010101,'000111,'011101,'110001,'000110,'101100,'011001,'110110,'100010,'011000,'110111
25,50,'111000,'101111,'110011,'100101,'000001,'000101,'111110,'101010,'110100,'100000,'001010,'010100,'000000,'011011,'001101,'101011,'110101,'100001,'000110,'011100,'000001,'111010,'101100,'110000,'100111
30,-50,'001001,'000110,'101100,'100000,'011011,'000111,'001101,'100001,'101010,'100100,'111010,'001100,'000000,'001011,'100101,'110101,'111110,'001010,'000100,'101111,'010100,'111111,'110011,'000101,'001110
30,-45,'010101,'101110,'100010,'001000,'111011,'110111,'111101,'010001,'101010,'100100,'100110,'101100,'000000,'110011,'111001,'110101,'011110,'100010,'101000,'000111,'100100,'001111,'111101,'110001,'011010
30,-40,'100011,'110001,'101010,'111000,'100111,'111111,'100011,'001001,'011010,'000100,'001110,'011100,'000000,'010011,'001001,'010101,'001110,'111100,'100000,'110011,'111000,'100111,'110101,'101110,'111100
30,-35,'111011,'000101,'010110,'110100,'001111,'110000,'001011,'101001,'111010,'000100,'101110,'111100,'000000,'100011,'110001,'100101,'110110,'001100,'101111,'011101,'001000,'101011,'011001,'000110,'100100
30,-30,'011111,'011101,'111110,'111100,'111111,'111000,'111011,'111001,'000110,'000100,'111110,'000010,'000000,'000011,'100001,'000101,'100110,'100100,'100111,'010101,'100000,'100011,'100001,'010010,'010000
30,-25,'001000,'001011,'001001,'110010,'110000,'010100,'010111,'010101,'100110,'100100,'100001,'000010,'000000,'000011,'111110,'111001,'011010,'011000,'011011,'101001,'101111,'101101,'001110,'001100,'001111
30,-20,'110100,'010111,'100101,'000110,'111000,'011100,'101111,'001101,'110110,'010100,'010001,'100010,'000000,'111101,'011110,'101001,'001010,'110000,'010011,'100001,'100111,'000101,'111010,'011000,'101011
30,-15,'100010,'000000,'111101,'101110,'001100,'100010,'000000,'111101,'101110,'001100,'110001,'100010,'000000,'111101,'101110,'110001,'100010,'000000,'111101,'101110,'001011,'110001,'100010,'000000,'111101
30,-10,'000110,'011000,'001011,'110001,'100010,'101010,'110000,'100011,'000001,'011100,'110001,'010010,'000000,'011101,'101110,'000001,'111100,'101111,'110101,'010110,'111101,'101110,'001100,'010111,'000101
30,-5,'011110,'001100,'010111,'000101,'011010,'000110,'011000,'001011,'010001,'000010,'001001,'010010,'000000,'011101,'001110,'011110,'001100,'010111,'000101,'011010,'010101,'000110,'011000,'001011,'010001
30,0,'001001,'010010,'000000,'011101,'001110,'110110,'100100,'111011,'101001,'110010,'001001,'010010,'000000,'011101,'001110,'110110,'100100,'111011,'101001,'110010,'001001,'010010,'000000,'011101,'001110
30,5,'010101,'000110,'011000,'001011,'010001,'011110,'001100,'010111,'000101,'011010,'001001,'010010,'000000,'011101,'001110,'000110,'011000,'001011,'010001,'000010,'011110,'001100,'010111,'000101,'011010
30,10,'111101,'101110,'001100,'010111,'000101,'000001,'111100,'101111,'110101,'010110,'110001,'010010,'000000,'011101,'101110,'101010,'110000,'100011,'000001,'011100,'000110,'011000,'001011,'110001,'100010
30,15,'001011,'110001,'100010,'000000,'111101,'110001,'100010,'000000,'111101,'101110,'110001,'100010,'000000,'111101,'101110,'100010,'000000,'111101,'101110,'001100,'100010,'000000,'111101,'101110,'001100
30,20,'100111,'000101,'111010,'011000,'101011,'101001,'001010,'110000,'010011,'100001,'010001,'100010,'000000,'111101,'011110,'011100,'101111,'001101,'110110,'010100,'110100,'010111,'100101,'000110,'111000
30,25,'101111,'101101,'001110,'001100,'001111,'111001,'011010,'011000,'011011,'101001,'100001,'000010,'000000,'000011,'111110,'010100,'010111,'010101,'100110,'100100,'001000,'001011,'001001,'110010,'110000
30,30,'100000,'100011,'100001,'010010,'010000,'000101,'100110,'100100,'100111,'010101,'111110,'000010,'000000,'000011,'100001,'111000,'111011,'111001,'000110,'000100,'011111,'011101,'111110,'111100,'111111
30,35,'001000,'101011,'011001,'000110,'100100,'100101,'110110,'001100,'101111,'011101,'101110,'111100,'000000,'100011,'110001,'110000,'001011,'101001,'111010,'000100,'111011,'000101,'010110,'110100,'001111
30,40,'111000,'100111,'110101,'101110,'111100,'010101,'001110,'111100,'100000,'110011,'001110,'011100,'000000,'010011,'001001,'111111,'100011,'001001,'011010,'000100,'100011,'110001,'101010,'111000,'100111
30,45,'100100,'001111,'111101,'110001,'011010,'110101,'011110,'100010,'101000,'000111,'100110,'101100,'000000,'110011,'111001,'110111,'111101,'010001,'101010,'100100,'010101,'101110,'100010,'001000,'111011
30,50,'010100,'111111,'110011,'000101,'001110,'110101,'111110,'001010,'000100,'101111,'111010,'001100,'000000,'001011,'100101,'000111,'001101,'100001,'101010,'100100,'001001,'000110,'101100,'100000,'011011
35,-50,'111001,'010110,'101100,'111111,'010011,'010111,'101101,'000001,'010010,'101000,'110110,'101100,'000000,'110011,'101001,'011101,'000001,'110010,'011000,'000111,'011100,'100000,'110011,'011001,'100110
35,-45,'011101,'111110,'100010,'010000,'110011,'011111,'000011,'100001,'010010,'001000,'101110,'111100,'000000,'100011,'110001,'011101,'111110,'000010,'010000,'110011,'101100,'011111,'111101,'100001,'010010
35,-40,'101011,'101001,'101010,'101000,'101011,'010000,'010011,'110001,'110010,'110000,'000001,'000010,'000000,'000011,'000001,'101101,'101110,'011100,'011111,'011101,'110100,'110111,'110101,'110110,'110100
35,-35,'110111,'110101,'010110,'100100,'000111,'011000,'101011,'001001,'110010,'110000,'010001,'100010,'000000,'111101,'011110,'101101,'001110,'110100,'010111,'100101,'000100,'111011,'011001,'101010,'101000
35,-30,'010000,'000011,'111110,'101100,'110111,'010100,'000111,'011001,'001010,'110000,'001001,'010010,'000000,'011101,'001110,'001101,'010110,'000100,'011011,'001001,'101000,'110011,'100001,'000010,'011111
35,-25,'100100,'011011,'001001,'100010,'011111,'011100,'110111,'100101,'011010,'110000,'101001,'110010,'000000,'101101,'110110,'010101,'111010,'101000,'010011,'111110,'010000,'111101,'001110,'010100,'111011
35,-20,'000010,'101111,'100101,'011010,'010000,'010010,'011111,'110101,'111010,'001000,'111001,'110010,'000000,'101101,'100110,'100101,'101010,'010000,'011101,'110110,'011111,'010101,'111010,'110000,'000011
35,-15,'111010,'110000,'111101,'110110,'111000,'101010,'100000,'101101,'100110,'011000,'000101,'001010,'000000,'001101,'000110,'111001,'110010,'111111,'110101,'111010,'100111,'101001,'100010,'101111,'100101
35,-10,'101110,'100100,'001011,'000001,'001100,'100110,'001000,'000011,'001110,'111000,'100101,'001010,'000000,'001101,'111010,'001001,'000010,'001111,'111001,'110010,'001011,'000001,'001100,'111011,'110001
35,-5,'110001,'111100,'010111,'011001,'100010,'001110,'111000,'110011,'011110,'010100,'100101,'101010,'000000,'110101,'111010,'010001,'101100,'100111,'001001,'000010,'111101,'010110,'011000,'100011,'101110
35,0,'100101,'101010,'000000,'110101,'111010,'111110,'010100,'011011,'100001,'001100,'100101,'101010,'000000,'110101,'111010,'111110,'010100,'011011,'100001,'001100,'100101,'101010,'000000,'110101,'111010
35,5,'111101,'010110,'011000,'100011,'101110,'010001,'101100,'100111,'001001,'000010,'100101,'101010,'000000,'110101,'111010,'001110,'111000,'110011,'011110,'010100,'110001,'111100,'010111,'011001,'100010
35,10,'001011,'000001,'001100,'111011,'110001,'001001,'000010,'001111,'111001,'110010,'100101,'001010,'000000,'001101,'111010,'100110,'001000,'000011,'001110,'111000,'101110,'100100,'001011,'000001,'001100
35,15,'100111,'101001,'100010,'101111,'100101,'111001,'110010,'111111,'110101,'111010,'000101,'001010,'000000,'001101,'000110,'101010,'100000,'101101,'100110,'011000,'111010,'110000,'111101,'110110,'111000
35,20,'011111,'010101,'111010,'110000,'000011,'100101,'101010,'010000,'011101,'110110,'111001,'110010,'000000,'101101,'100110,'010010,'011111,'110101,'111010,'001000,'000010,'101111,'100101,'011010,'010000
35,25,'010000,'111101,'001110,'010100,'111011,'010101,'111010,'101000,'010011,'111110,'101001,'110010,'000000,'101101,'110110,'011100,'110111,'100101,'011010,'110000,'100100,'011011,'001001,'100010,'011111
35,30,'101000,'110011,'100001,'000010,'011111,'001101,'010110,'000100,'011011,'001001,'001001,'010010,'000000,'011101,'001110,'010100,'000111,'011001,'001010,'110000,'010000,'000011,'111110,'101100,'110111
35,35,'000100,'111011,'011001,'101010,'101000,'101101,'001110,'110100,'010111,'100101,'010001,'100010,'000000,'111101,'011110,'011000,'101011,'001001,'110010,'110000,'110111,'110101,'010110,'100100,'000111
35,40,'110100,'110111,'110101,'110110,'110100,'101101,'101110,'011100,'011111,'011101,'000001,'000010,'000000,'000011,'000001,'010000,'010011,'110001,'110010,'110000,'101011,'101001,'101010,'101000,'101011
35,45,'101100,'011111,'111101,'100001,'010010,'011101,'111110,'000010,'010000,'110011,'101110,'111100,'000000,'100011,'110001,'011111,'000011,'100001,'010010,'001000,'011101,'111110,'100010,'010000,'110011
35,50,'011100,'100000,'110011,'011001,'100110,'011101,'000001,'110010,'011000,'000111,'110110,'101100,'000000,'110011,'101001,'010111,'101101,'000001,'010010,'101000,'111001,'010110,'101100,'111111,'010011
40,-50,'010101,'001110,'101100,'011111,'111101,'101111,'011101,'111110,'000010,'100000,'011110,'111100,'000000,'100011,'010001,'000011,'100001,'010010,'110000,'001011,'100010,'010000,'110011,'001001,'011010
40,-45,'100011,'100001,'100010,'000000,'000011,'100000,'100011,'000001,'000010,'111111,'100001,'000010,'000000,'000011,'111110,'000011,'000001,'111100,'111111,'111101,'000010,'000000,'111101,'111110,'111100
40,-40,'000111,'111001,'101010,'110000,'010011,'101000,'110011,'010001,'000010,'011111,'110001,'010010,'000000,'011101,'101110,'000011,'011110,'101100,'110111,'100101,'011100,'101111,'110101,'100110,'000100
40,-35,'111111,'101101,'010110,'111000,'001011,'100100,'011011,'110001,'000010,'101111,'011001,'110010,'000000,'101101,'010110,'000011,'101110,'010100,'111011,'001001,'001100,'100111,'011001,'110010,'100000
40,-30,'111000,'110011,'111110,'110100,'011011,'101100,'100111,'101001,'100010,'101111,'000101,'001010,'000000,'001101,'000110,'111101,'110110,'111000,'110011,'111110,'010100,'101011,'100001,'101100,'100111
40,-25,'011100,'100111,'001001,'111100,'010111,'100010,'001111,'111001,'010010,'101111,'010101,'101010,'000000,'110101,'011010,'011101,'100110,'001000,'111101,'010110,'011000,'100011,'001110,'111000,'010011
40,-20,'101010,'111111,'100101,'110010,'011111,'101010,'111111,'010101,'001010,'011111,'110101,'011010,'000000,'010101,'101010,'001101,'011010,'100000,'110101,'101010,'010000,'101101,'111010,'100000,'110101
40,-15,'110110,'101000,'111101,'000110,'010000,'100110,'110000,'001101,'011010,'111111,'101101,'011010,'000000,'010101,'110010,'010101,'001010,'101111,'111001,'100010,'011111,'000101,'100010,'110111,'101001
40,-10,'010001,'110100,'001011,'011110,'111000,'001110,'011000,'111101,'000110,'100000,'011101,'111010,'000000,'100101,'010010,'000101,'100010,'010111,'001001,'101100,'100111,'010001,'001100,'101011,'011110
40,-5,'000101,'100010,'010111,'110001,'001100,'000001,'100100,'010011,'110110,'110000,'011101,'111010,'000000,'100101,'010010,'101001,'011100,'111011,'000001,'100100,'001011,'101110,'011000,'111101,'000110
40,0,'011101,'111010,'000000,'100101,'010010,'110001,'001100,'001011,'101110,'011000,'011101,'111010,'000000,'100101,'010010,'110001,'001100,'001011,'101110,'011000,'011101,'111010,'000000,'100101,'010010
40,5,'001011,'101110,'011000,'111101,'000110,'101001,'011100,'111011,'000001,'100100,'011101,'111010,'000000,'100101,'010010,'000001,'100100,'010011,'110110,'110000,'000101,'100010,'010111,'110001,'001100
40,10,'100111,'010001,'001100,'101011,'011110,'000101,'100010,'010111,'001001,'101100,'011101,'111010,'000000,'100101,'010010,'001110,'011000,'111101,'000110,'100000,'010001,'110100,'001011,'011110,'111000
40,15,'011111,'000101,'100010,'110111,'101001,'010101,'001010,'101111,'111001,'100010,'101101,'011010,'000000,'010101,'110010,'100110,'110000,'001101,'011010,'111111,'110110,'101000,'111101,'000110,'010000
40,20,'010000,'101101,'111010,'100000,'110101,'001101,'011010,'100000,'110101,'101010,'110101,'011010,'000000,'010101,'101010,'101010,'111111,'010101,'001010,'011111,'101010,'111111,'100101,'110010,'011111
40,25,'011000,'100011,'001110,'111000,'010011,'011101,'100110,'001000,'111101,'010110,'010101,'101010,'000000,'110101,'011010,'100010,'001111,'111001,'010010,'101111,'011100,'100111,'001001,'111100,'010111
40,30,'010100,'101011,'100001,'101100,'100111,'111101,'110110,'111000,'110011,'111110,'000101,'001010,'000000,'001101,'000110,'101100,'100111,'101001,'100010,'101111,'111000,'110011,'111110,'110100,'011011
40,35,'001100,'100111,'011001,'110010,'100000,'000011,'101110,'010100,'111011,'001001,'011001,'110010,'000000,'101101,'010110,'100100,'011011,'110001,'000010,'101111,'111111,'101101,'010110,'111000,'001011
40,40,'011100,'101111,'110101,'100110,'000100,'000011,'011110,'101100,'110111,'100101,'110001,'010010,'000000,'011101,'101110,'101000,'110011,'010001,'000010,'011111,'000111,'111001,'101010,'110000,'010011
40,45,'000010,'000000,'111101,'111110,'111100,'000011,'000001,'111100,'111111,'111101,'100001,'000010,'000000,'000011,'111110,'100000,'100011,'000001,'000010,'111111,'100011,'100001,'100010,'000000,'000011
40,50,'100010,'010000,'110011,'001001,'011010,'000011,'100001,'010010,'110000,'001011,'011110,'111100,'000000,'100011,'010001,'101111,'011101,'111110,'000010,'100000,'010101,'001110,'101100,'011111,'111101
45,-50,'101101,'101110,'101100,'001111,'001101,'111111,'111101,'011110,'011100,'101111,'100001,'000010,'000000,'000011,'111110,'010011,'010001,'100010,'100000,'100011,'001010,'001000,'110011,'110001,'110010
45,-45,'101011,'110001,'100010,'111111,'101101,'110000,'100011,'111110,'101100,'110111,'001001,'010010,'000000,'011101,'001110,'110011,'100001,'111100,'101111,'110101,'110010,'100000,'111101,'101110,'110100
45,-40,'001111,'000101,'101010,'100000,'011101,'000100,'001011,'100001,'101100,'010111,'111001,'110010,'000000,'101101,'100110,'110011,'111110,'001100,'000111,'101001,'010010,'111111,'110101,'000110,'001000
45,-35,'110000,'011101,'010110,'101000,'000011,'001100,'111011,'010001,'011100,'100111,'010101,'101010,'000000,'110101,'011010,'010011,'011110,'100100,'001011,'111110,'000010,'110111,'011001,'010010,'101111
45,-30,'110100,'101011,'111110,'100100,'010011,'000010,'010111,'001001,'011100,'000111,'001101,'011010,'000000,'010101,'001010,'010011,'001110,'011000,'000011,'010110,'011100,'111011,'100001,'110100,'101011
45,-25,'010010,'110111,'001001,'101100,'011011,'001010,'101111,'011001,'111100,'000111,'011101,'111010,'000000,'100101,'010010,'100011,'010110,'110000,'001101,'101010,'010100,'110011,'001110,'101000,'011101
45,-20,'100110,'100000,'100101,'100010,'100111,'000110,'100000,'100101,'100010,'100111,'000011,'000110,'000000,'000101,'000010,'111101,'111010,'111111,'000101,'000010,'111000,'111101,'111010,'111111,'111001
45,-15,'000001,'111000,'111101,'011010,'011111,'001110,'001000,'110101,'010010,'010111,'100011,'100110,'000000,'111001,'111100,'011101,'101010,'001111,'001001,'110100,'010000,'010101,'100010,'100111,'000001
45,-10,'011001,'101100,'001011,'110110,'010000,'000001,'111000,'011101,'101010,'001111,'010011,'100110,'000000,'111001,'011100,'110101,'010010,'100111,'000001,'111000,'011111,'101001,'001100,'110011,'010110
45,-5,'101101,'001010,'010111,'100001,'111000,'110001,'010100,'000011,'111010,'011111,'110011,'100110,'000000,'111001,'101100,'100101,'000010,'011011,'101110,'001000,'100111,'111110,'011000,'001101,'110010
45,0,'110011,'100110,'000000,'111001,'101100,'011001,'101100,'110011,'010110,'000000,'110011,'100110,'000000,'111001,'101100,'011001,'101100,'110011,'010110,'000000,'110011,'100110,'000000,'111001,'101100
45,5,'100111,'111110,'011000,'001101,'110010,'100101,'000010,'011011,'101110,'001000,'110011,'100110,'000000,'111001,'101100,'110001,'010100,'000011,'111010,'011111,'101101,'001010,'010111,'100001,'111000
45,10,'011111,'101001,'001100,'110011,'010110,'110101,'010010,'100111,'000001,'111000,'010011,'100110,'000000,'111001,'011100,'000001,'111000,'011101,'101010,'001111,'011001,'101100,'001011,'110110,'010000
45,15,'010000,'010101,'100010,'100111,'000001,'011101,'101010,'001111,'001001,'110100,'100011,'100110,'000000,'111001,'111100,'001110,'001000,'110101,'010010,'010111,'000001,'111000,'111101,'011010,'011111
45,20,'111000,'111101,'111010,'111111,'111001,'111101,'111010,'111111,'000101,'000010,'000011,'000110,'000000,'000101,'000010,'000110,'100000,'100101,'100010,'100111,'100110,'100000,'100101,'100010,'100111
45,25,'010100,'110011,'001110,'101000,'011101,'100011,'010110,'110000,'001101,'101010,'011101,'111010,'000000,'100101,'010010,'001010,'101111,'011001,'111100,'000111,'010010,'110111,'001001,'101100,'011011
45,30,'011100,'111011,'100001,'110100,'101011,'010011,'001110,'011000,'000011,'010110,'001101,'011010,'000000,'010101,'001010,'000010,'010111,'001001,'011100,'000111,'110100,'101011,'111110,'100100,'010011
45,35,'000010,'110111,'011001,'010010,'101111,'010011,'011110,'100100,'001011,'111110,'010101,'101010,'000000,'110101,'011010,'001100,'111011,'010001,'011100,'100111,'110000,'011101,'010110,'101000,'000011
45,40,'010010,'111111,'110101,'000110,'001000,'110011,'111110,'001100,'000111,'101001,'111001,'110010,'000000,'101101,'100110,'000100,'001011,'100001,'101100,'010111,'001111,'000101,'101010,'100000,'011101
45,45,'110010,'100000,'111101,'101110,'110100,'110011,'100001,'111100,'101111,'110101,'001001,'010010,'000000,'011101,'001110,'110000,'100011,'111110,'101100,'110111,'101011,'110001,'100010,'111111,'101101
45,50,'001010,'001000,'110011,'110001,'110010,'010011,'010001,'100010,'100000,'100011,'100001,'000010,'000000,'000011,'111110,'111111,'111101,'011110,'011100,'101111,'101101,'101110,'101100,'001111,'001101
50,-50,'000011,'011110,'101100,'110111,'100101,'100000,'111101,'011110,'001100,'010111,'110001,'010010,'000000,'011101,'101110,'001011,'010001,'100010,'111111,'101101,'111010,'101000,'110011,'010001,'000010
50,-45,'000111,'001001,'100010,'101111,'010101,'011000,'010011,'111110,'110100,'000111,'111001,'110010,'000000,'101101,'100110,'101011,'100001,'011100,'010111,'111001,'011010,'110000,'111101,'001110,'000100
50,-40,'111111,'010101,'101010,'000000,'110101,'010100,'101011,'000001,'110100,'011011,'010101,'101010,'000000,'110101,'011010,'101011,'000001,'110100,'011011,'100001,'101010,'000000,'110101,'011010,'100000
50,-35,'111000,'000011,'010110,'110000,'001101,'111100,'000111,'010001,'110100,'001011,'101101,'111010,'000000,'100101,'110010,'101011,'011110,'000100,'100011,'110110,'001010,'101111,'011001,'000010,'100111
50,-30,'011100,'011011,'111110,'111000,'111101,'110010,'110111,'110001,'110100,'001011,'000011,'000110,'000000,'000101,'000010,'101011,'101110,'101000,'101101,'101010,'100010,'100111,'100001,'010100,'010011
50,-25,'011010,'101111,'001001,'110100,'010011,'111010,'011111,'101001,'001100,'110011,'010011,'100110,'000000,'111001,'011100,'001011,'110110,'010000,'100101,'000010,'011100,'101011,'001110,'110000,'010101
50,-20,'101110,'110000,'100101,'111100,'101011,'110110,'010000,'000101,'011100,'001011,'001011,'010110,'000000,'011001,'001100,'010011,'000110,'011111,'101001,'110100,'110100,'100011,'111010,'101111,'110001
50,-15,'001001,'100100,'111101,'001010,'100111,'111110,'101000,'010101,'111100,'101011,'101011,'110110,'000000,'101001,'110100,'100011,'011010,'110111,'100001,'011000,'111000,'001101,'100010,'111011,'001110
50,-10,'110101,'000010,'001011,'100110,'011111,'110001,'000100,'101101,'100010,'011011,'011011,'110110,'000000,'101001,'010100,'111101,'110010,'000111,'101110,'010000,'010000,'111001,'001100,'000011,'101010
50,-5,'100011,'011010,'010111,'111110,'110000,'011001,'110100,'111101,'001010,'000111,'111011,'110110,'000000,'101001,'100100,'001101,'100010,'101011,'010110,'011111,'101111,'100001,'011000,'010101,'111100
50,0,'111011,'001110,'000000,'001001,'100100,'100101,'011100,'010011,'111010,'110111,'111011,'001110,'000000,'001001,'100100,'100101,'011100,'010011,'111010,'110111,'111011,'001110,'000000,'001001,'100100
50,5,'101111,'100001,'011000,'010101,'111100,'001101,'100010,'101011,'010110,'011111,'111011,'110110,'000000,'101001,'100100,'011001,'110100,'111101,'001010,'000111,'100011,'011010,'010111,'111110,'110000
50,10,'010000,'111001,'001100,'000011,'101010,'111101,'110010,'000111,'101110,'010000,'011011,'110110,'000000,'101001,'010100,'110001,'000100,'101101,'100010,'011011,'110101,'000010,'001011,'100110,'011111
50,15,'111000,'001101,'100010,'111011,'001110,'100011,'011010,'110111,'100001,'011000,'101011,'110110,'000000,'101001,'110100,'111110,'101000,'010101,'111100,'101011,'001001,'100100,'111101,'001010,'100111
50,20,'110100,'100011,'111010,'101111,'110001,'010011,'000110,'011111,'101001,'110100,'001011,'010110,'000000,'011001,'001100,'110110,'010000,'000101,'011100,'001011,'101110,'110000,'100101,'111100,'101011
50,25,'011100,'101011,'001110,'110000,'010101,'001011,'110110,'010000,'100101,'000010,'010011,'100110,'000000,'111001,'011100,'111010,'011111,'101001,'001100,'110011,'011010,'101111,'001001,'110100,'010011
50,30,'100010,'100111,'100001,'010100,'010011,'101011,'101110,'101000,'101101,'101010,'000011,'000110,'000000,'000101,'000010,'110010,'110111,'110001,'110100,'001011,'011100,'011011,'111110,'111000,'111101
50,35,'001010,'101111,'011001,'000010,'100111,'101011,'011110,'000100,'100011,'110110,'101101,'111010,'000000,'100101,'110010,'111100,'000111,'010001,'110100,'001011,'111000,'000011,'010110,'110000,'001101
50,40,'101010,'000000,'110101,'011010,'100000,'101011,'000001,'110100,'011011,'100001,'010101,'101010,'000000,'110101,'011010,'010100,'101011,'000001,'110100,'011011,'111111,'010101,'101010,'000000,'110101
50,45,'011010,'110000,'111101,'001110,'000100,'101011,'100001,'011100,'010111,'111001,'111001,'110010,'000000,'101101,'100110,'011000,'010011,'111110,'110100,'000111,'000111,'001001,'100010,'101111,'010101
50,50,'111010,'101000,'110011,'010001,'000010,'001011,'010001,'100010,'111111,'101101,'110001,'010010,'000000,'011101,'101110,'100000,'111101,'011110,'001100,'010111,'000011,'011110,'101100,'110111,'100101